filing_date,transaction_date,form,issuer,ticker,issuer_cik,table,security,code,code_label,acquired_disposed,shares,price_per_share,value_usd,shares_owned_after,direct_indirect,deriv_exercise_price,deriv_underlying_shares,rule_10b5_1,accession,url
2019-05-21,2019-05-20,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,M,exercise/conversion of derivative,A,175000,31.17,5454750.0,34102560,I,,,,0001494730-19-000002,https://www.sec.gov/Archives/edgar/data/1494730/000149473019000002/edgardoc.xml
2019-05-21,2019-05-20,4,"Tesla, Inc.",TSLA,0001318605,deriv,Non-Qualified Stock Option (right to buy),M,exercise/conversion of derivative,D,175000,0.0,0.0,5099901,D,31.17,175000,,0001494730-19-000002,https://www.sec.gov/Archives/edgar/data/1494730/000149473019000002/edgardoc.xml
2019-12-18,2019-12-16,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,G,gift,D,17000,0.0,0.0,34085560,I,,,,0001494730-19-000003,https://www.sec.gov/Archives/edgar/data/1494730/000149473019000003/edgardoc.xml
2020-02-19,2020-02-14,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,P,open-market/private purchase,A,13037,767.0,9999379.0,34098597,I,,,,0001494730-20-000001,https://www.sec.gov/Archives/edgar/data/1494730/000149473020000001/edgardoc.xml
2021-05-05,2021-05-03,4,"Endeavor Group Holdings, Inc.",EDR,0001766363,deriv,Restricted Stock Unit,A,grant/award/acquisition,A,7583,0.00,0.0,7583,D,,7583,,0000899243-21-018445,https://www.sec.gov/Archives/edgar/data/1494730/000089924321018445/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8202,1176.585,9650350.17,1889091,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7049,1177.721,8301755.33,1882042,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2300,1178.392,2710301.6,1879742,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10685,1179.744,12605564.64,1869057,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,33171,1180.811,39168681.68,1835886,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,43643,1181.636,51570139.95,1792243,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,42615,1182.718,50401527.57,1749628,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,78191,1183.754,92558909.01,1671437,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,72241,1184.681,85582540.12,1599196,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,58512,1185.791,69383002.99,1540684,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,101589,1186.779,120563691.83,1439095,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,56428,1187.654,67016939.91,1382667,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,51192,1188.733,60853619.74,1331475,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37430,1189.82,44534962.6,1294045,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,20199,1190.708,24051110.89,1273846,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,14531,1191.622,17315459.28,1259315,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15745,1192.766,18780100.67,1243570,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,13474,1193.782,16085018.67,1230096,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6415,1194.606,7663397.49,1223681,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3200,1196.236,3827955.2,1220481,D,,,Y,0000899243-21-044077,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044077/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,M,exercise/conversion of derivative,A,2154572,6.24,13444529.28,2154572,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1100,1135.05,1248555.0,2153472,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,600,1138.00,682800.0,2152872,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2300,1139.487,2620820.1,2150572,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6400,1141.05,7302720.0,2144172,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,400,1142.05,456820.0,2143772,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1300,1143.559,1486626.7,2142472,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3300,1146.123,3782205.9,2139172,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1900,1147.995,2181190.5,2137272,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7500,1149.327,8619952.5,2129772,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,800,1152.05,921640.0,2128972,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2049,1153.38,2363275.62,2126923,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1700,1155.276,1963969.2,2125223,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,600,1156.55,693930.0,2124623,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6100,1158.192,7064971.2,2118523,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7254,1160.638,8419268.05,2111269,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10316,1161.54,11982446.64,2100953,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5100,1162.867,5930621.7,2095853,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,24718,1163.655,28763224.29,2071135,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,18753,1164.836,21844169.51,2052382,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21383,1165.92,24930867.36,2030999,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,25710,1166.983,30003132.93,2005289,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19428,1167.997,22691845.72,1985861,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,22061,1169.154,25792706.39,1963800,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19600,1170.486,22941525.6,1944200,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,13786,1171.637,16152187.68,1930414,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11540,1172.526,13530950.04,1918874,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10002,1173.558,11737927.12,1908872,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5559,1174.611,6529662.55,1903313,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6020,1175.654,7077437.08,1897293,D,,,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-08,4,"Tesla, Inc.",TSLA,0001318605,deriv,Non-Qualifed Stock Option (right to buy),M,exercise/conversion of derivative,D,2154572,0.00,0.0,23344933,D,6.24,2154572,Y,0000899243-21-044060,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044060/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,39463,1154.813,45572385.42,167776951,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,30577,1156.691,35368140.71,167746374,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,33040,1157.514,38244262.56,167713334,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,48412,1158.611,56090675.73,167664922,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,16137,1159.593,18712352.24,167648785,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37569,1160.503,43598937.21,167611216,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10,1161.47,11614.7,167611206,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,49952,1163.62,58125146.24,167561254,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,34448,1164.817,40125616.02,167526806,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5593,1165.465,6518445.74,167521213,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10707,1167.268,12497938.48,167510506,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,31446,1168.06,36730814.76,167479060,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10843,1168.873,12674089.94,167468217,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5276,1169.687,6171268.61,167462941,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8665,1171.265,10149011.23,167454276,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,953,1172.889,1117763.22,167453323,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,48385,1173.223,56766394.85,167404938,I,,,,0000899243-21-044240,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044240/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8212,1116.417,9168016.4,168336889,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2298,1117.552,2568134.5,168334591,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6437,1120.641,7213566.12,168328154,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1500,1121.959,1682938.5,168326654,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35519,1123.00,39887837.0,168291135,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19495,1124.314,21918501.43,168271640,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
2021-11-10,2021-11-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,24523,1125.088,27590533.02,168247117,I,,,,0000899243-21-044235,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044235/doc4.xml
